artist,sp_id,spotify_artist,sp_genres,sp_popularity,sp_followers
Adriana Proenza,7KHA7OOevgTDFhlym0oEyP,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/7KHA7OOevgTDFhlym0oEyP'}, 'followers': {'href': None, 'total': 11653}, 'genres': ['spanish indie pop'], 'href': 'https://api.spotify.com/v1/artists/7KHA7OOevgTDFhlym0oEyP', 'id': '7KHA7OOevgTDFhlym0oEyP', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/eb4dd28b4a0ac22a265574b278d8f721ccda4c9e', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/4404acb26c12d849790e352a221aa616513d6ce5', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/4c1332af05a9420970c9636f1572bdb3e978b6e1', 'width': 160}], 'name': 'Adriana Proenza', 'popularity': 70, 'type': 'artist', 'uri': 'spotify:artist:7KHA7OOevgTDFhlym0oEyP'}",['spanish indie pop'],70,11653
Low E,2Xz23vUQqZwpOaUac3A8kf,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/2Xz23vUQqZwpOaUac3A8kf'}, 'followers': {'href': None, 'total': 58}, 'genres': [], 'href': 'https://api.spotify.com/v1/artists/2Xz23vUQqZwpOaUac3A8kf', 'id': '2Xz23vUQqZwpOaUac3A8kf', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/baab66081bdc10c0a86b87323315de27518b4243', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/261d12fdf924136ee2845bd509ed39a6c7ff3440', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/a76001bea9ce6e900199809f1a1dff4045bb6024', 'width': 160}], 'name': 'Low E', 'popularity': 18, 'type': 'artist', 'uri': 'spotify:artist:2Xz23vUQqZwpOaUac3A8kf'}",[],18,58
K CAMP,5bgfj5zUoWpyeVatGDjn6H,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/5bgfj5zUoWpyeVatGDjn6H'}, 'followers': {'href': None, 'total': 1192668}, 'genres': ['atl hip hop', 'hip hop', 'melodic rap', 'pop r&b', 'pop rap', 'rap', 'southern hip hop', 'trap'], 'href': 'https://api.spotify.com/v1/artists/5bgfj5zUoWpyeVatGDjn6H', 'id': '5bgfj5zUoWpyeVatGDjn6H', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/9c3a69fa2f24f98d936b9faec0b84be1aeda827e', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/27396efcb37ef5d750737f4c5a32055c9df6422f', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/f74fd6a2fc7268368a64e41ae2c4766070466b6c', 'width': 160}], 'name': 'K CAMP', 'popularity': 72, 'type': 'artist', 'uri': 'spotify:artist:5bgfj5zUoWpyeVatGDjn6H'}","['atl hip hop', 'hip hop', 'melodic rap', 'pop r&b', 'pop rap', 'rap', 'southern hip hop', 'trap']",72,1192668
Flume,6nxWCVXbOlEVRexSbLsTer,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/6nxWCVXbOlEVRexSbLsTer'}, 'followers': {'href': None, 'total': 2063287}, 'genres': ['australian dance', 'australian electropop', 'australian indie', 'downtempo', 'edm'], 'href': 'https://api.spotify.com/v1/artists/6nxWCVXbOlEVRexSbLsTer', 'id': '6nxWCVXbOlEVRexSbLsTer', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/0436e3871c9f88b8f83559a70fd8d2f22cb3fd01', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/6b58820d8b73ed2e61d27121c0802d7631414d6d', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/7ac9ab91bd347f8eb5fb451be780a805624617b3', 'width': 160}], 'name': 'Flume', 'popularity': 77, 'type': 'artist', 'uri': 'spotify:artist:6nxWCVXbOlEVRexSbLsTer'}","['australian dance', 'australian electropop', 'australian indie', 'downtempo', 'edm']",77,2063287
kai,6xHUXzrfhFgnIv86EBR3Ml,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/6xHUXzrfhFgnIv86EBR3Ml'}, 'followers': {'href': None, 'total': 19125}, 'genres': [], 'href': 'https://api.spotify.com/v1/artists/6xHUXzrfhFgnIv86EBR3Ml', 'id': '6xHUXzrfhFgnIv86EBR3Ml', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/c8bd0b542b0583663c0f4dd2f3b06f4e73f6d8df', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/c27b9ac1bd0b3d863a3d3ada24e6627f86258955', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/984e7ca95e3b82b3da01cea729b85384a1242cd8', 'width': 160}], 'name': 'kai', 'popularity': 64, 'type': 'artist', 'uri': 'spotify:artist:6xHUXzrfhFgnIv86EBR3Ml'}",[],64,19125
GRiZ,25oLRSUjJk4YHNUsQXk7Ut,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/25oLRSUjJk4YHNUsQXk7Ut'}, 'followers': {'href': None, 'total': 302750}, 'genres': ['edm', 'electropop', 'jamtronica', 'jazztronica', 'livetronica'], 'href': 'https://api.spotify.com/v1/artists/25oLRSUjJk4YHNUsQXk7Ut', 'id': '25oLRSUjJk4YHNUsQXk7Ut', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/47303c456bd258179a83ccdd52a0ab95421f628a', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/aaf49aff862a5f124bfffa78fe2c313e87042fb9', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/1a54def9b5f56aad2c41dfb43d309d14030c2b4e', 'width': 160}], 'name': 'GRiZ', 'popularity': 64, 'type': 'artist', 'uri': 'spotify:artist:25oLRSUjJk4YHNUsQXk7Ut'}","['edm', 'electropop', 'jamtronica', 'jazztronica', 'livetronica']",64,302750
Subtronics,3NJ94iuAmmMjbszODYT6pO,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/3NJ94iuAmmMjbszODYT6pO'}, 'followers': {'href': None, 'total': 87211}, 'genres': ['brostep', 'dubstep', 'edm', 'electro house', 'electronic trap'], 'href': 'https://api.spotify.com/v1/artists/3NJ94iuAmmMjbszODYT6pO', 'id': '3NJ94iuAmmMjbszODYT6pO', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/05e0a92649c3a5604c54e0731b89ff40dc4ef1c1', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/537cfb06cb37898431e43b5f91bc32346c43d82d', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/613c6d156677133e580cb11aa297fdd97f5febbf', 'width': 160}], 'name': 'Subtronics', 'popularity': 59, 'type': 'artist', 'uri': 'spotify:artist:3NJ94iuAmmMjbszODYT6pO'}","['brostep', 'dubstep', 'edm', 'electro house', 'electronic trap']",59,87211
Cosmo Sheldrake,6hV6oxGLeLFw17DGjIPkYD,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/6hV6oxGLeLFw17DGjIPkYD'}, 'followers': {'href': None, 'total': 143322}, 'genres': ['uk pop'], 'href': 'https://api.spotify.com/v1/artists/6hV6oxGLeLFw17DGjIPkYD', 'id': '6hV6oxGLeLFw17DGjIPkYD', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/14c52355554a99ee4acf427c25146697623963e1', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/aee8dd4220aa8e5adc0de7c952f7e93be5721f75', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/7141c67e3b47c3735f2d2cdb7bbf415a590a9eeb', 'width': 160}], 'name': 'Cosmo Sheldrake', 'popularity': 61, 'type': 'artist', 'uri': 'spotify:artist:6hV6oxGLeLFw17DGjIPkYD'}",['uk pop'],61,143322
iLL Wayno,0JBoAOvXNu0zco9DPeg9KD,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/0JBoAOvXNu0zco9DPeg9KD'}, 'followers': {'href': None, 'total': 1578}, 'genres': ['viral rap'], 'href': 'https://api.spotify.com/v1/artists/0JBoAOvXNu0zco9DPeg9KD', 'id': '0JBoAOvXNu0zco9DPeg9KD', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/4c985ea2297b4b8fe943fb0d2d02d56bfd397e34', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/2aae95db7d2d85082bf354470ea6cb9653cc56f0', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/9325a6f75e65bf37f70d2da978246fce71b96b68', 'width': 160}], 'name': 'iLL Wayno', 'popularity': 47, 'type': 'artist', 'uri': 'spotify:artist:0JBoAOvXNu0zco9DPeg9KD'}",['viral rap'],47,1578
Holla FyeSixWun,2SGs0NLDtDQaHhNiSeriwc,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/2SGs0NLDtDQaHhNiSeriwc'}, 'followers': {'href': None, 'total': 476}, 'genres': [], 'href': 'https://api.spotify.com/v1/artists/2SGs0NLDtDQaHhNiSeriwc', 'id': '2SGs0NLDtDQaHhNiSeriwc', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/0033cab71e92e875a33938b2519a60510eaef6f2', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/f2acd331e754c633ad7cbc08ede4dc32e1c7dd48', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/f1065038fb6817f87020470d585d7963fc48deb7', 'width': 160}], 'name': 'Holla FyeSixWun', 'popularity': 47, 'type': 'artist', 'uri': 'spotify:artist:2SGs0NLDtDQaHhNiSeriwc'}",[],47,476
Ellie Goulding,0X2BH1fck6amBIoJhDVmmJ,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/0X2BH1fck6amBIoJhDVmmJ'}, 'followers': {'href': None, 'total': 8395458}, 'genres': ['dance pop', 'indietronica', 'metropopolis', 'pop', 'post-teen pop', 'uk pop'], 'href': 'https://api.spotify.com/v1/artists/0X2BH1fck6amBIoJhDVmmJ', 'id': '0X2BH1fck6amBIoJhDVmmJ', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/fdc30f0bdec92a3821fb0dde9a69dd0b8de9275a', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/bf66cc87cf8183d3992caf309d92857e84d686de', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/df65ab04b313b32d8ba364dfd758418c51a4fb8c', 'width': 160}], 'name': 'Ellie Goulding', 'popularity': 84, 'type': 'artist', 'uri': 'spotify:artist:0X2BH1fck6amBIoJhDVmmJ'}","['dance pop', 'indietronica', 'metropopolis', 'pop', 'post-teen pop', 'uk pop']",84,8395458
Juice WRLD,4MCBfE4596Uoi2O4DtmEMz,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/4MCBfE4596Uoi2O4DtmEMz'}, 'followers': {'href': None, 'total': 12146263}, 'genres': ['chicago rap', 'melodic rap'], 'href': 'https://api.spotify.com/v1/artists/4MCBfE4596Uoi2O4DtmEMz', 'id': '4MCBfE4596Uoi2O4DtmEMz', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/d8e62447a338a882b490460da20e90aac6d60ae7', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/f356b341ebf9094c19d8f67f8bcb2dfe3ae9cdcf', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/cdc83cb2d6bb6be1983aec3db35431a91248a220', 'width': 160}], 'name': 'Juice WRLD', 'popularity': 100, 'type': 'artist', 'uri': 'spotify:artist:4MCBfE4596Uoi2O4DtmEMz'}","['chicago rap', 'melodic rap']",100,12146263
YNW Melly,1cNDP5yjU5vjeR8qMf4grg,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/1cNDP5yjU5vjeR8qMf4grg'}, 'followers': {'href': None, 'total': 4564164}, 'genres': ['melodic rap', 'rap'], 'href': 'https://api.spotify.com/v1/artists/1cNDP5yjU5vjeR8qMf4grg', 'id': '1cNDP5yjU5vjeR8qMf4grg', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/030819be90d9cd2438d122215868eb46ed880ebf', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/c34f23ec99b4cc2cf2b42f27041e3805b80ff94b', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/13723ef6f4c3d47e21ae551be299425557aae04e', 'width': 160}], 'name': 'YNW Melly', 'popularity': 82, 'type': 'artist', 'uri': 'spotify:artist:1cNDP5yjU5vjeR8qMf4grg'}","['melodic rap', 'rap']",82,4564164
9lokknine,0ceH34CATvfgphxnLRWFkm,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/0ceH34CATvfgphxnLRWFkm'}, 'followers': {'href': None, 'total': 199671}, 'genres': ['florida rap', 'vapor trap'], 'href': 'https://api.spotify.com/v1/artists/0ceH34CATvfgphxnLRWFkm', 'id': '0ceH34CATvfgphxnLRWFkm', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/14a9c80d3b4a9d7717e45ca1294ea61033bb73a2', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/9393bf2405c5d6b32a335fc52f4e1fddd7db1dca', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/5af4938f6f87c13254e04bca5ae75c3fb0303d09', 'width': 160}], 'name': '9lokknine', 'popularity': 67, 'type': 'artist', 'uri': 'spotify:artist:0ceH34CATvfgphxnLRWFkm'}","['florida rap', 'vapor trap']",67,199671
V.I.C.,49mHZzhcsoQB1JXWv8Q9gU,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/49mHZzhcsoQB1JXWv8Q9gU'}, 'followers': {'href': None, 'total': 103098}, 'genres': ['atl hip hop', 'pop rap', 'southern hip hop'], 'href': 'https://api.spotify.com/v1/artists/49mHZzhcsoQB1JXWv8Q9gU', 'id': '49mHZzhcsoQB1JXWv8Q9gU', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/d504ae58617afd491c5f12dbff8dee5b591bb120', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab599ae3bbbd6f04346a74e82f93acf27c0820e7', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/18af7276438c430a8b8dc221e556ce8ed9ab143f', 'width': 160}], 'name': 'V.I.C.', 'popularity': 51, 'type': 'artist', 'uri': 'spotify:artist:49mHZzhcsoQB1JXWv8Q9gU'}","['atl hip hop', 'pop rap', 'southern hip hop']",51,103098
fun.,5nCi3BB41mBaMH9gfr6Su0,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/5nCi3BB41mBaMH9gfr6Su0'}, 'followers': {'href': None, 'total': 3394746}, 'genres': ['baroque pop', 'metropopolis', 'modern rock', 'pop', 'pop rock'], 'href': 'https://api.spotify.com/v1/artists/5nCi3BB41mBaMH9gfr6Su0', 'id': '5nCi3BB41mBaMH9gfr6Su0', 'images': [{'height': 563, 'url': 'https://i.scdn.co/image/37bc85c957e17d3463ae40da1c8ade6bb5ecd546', 'width': 1000}, {'height': 360, 'url': 'https://i.scdn.co/image/876de0e2ae7910ee6ad6b3dee6e1408e8d83a207', 'width': 640}, {'height': 113, 'url': 'https://i.scdn.co/image/25eee8e9db00a929448c32f67c7e158b53488979', 'width': 200}, {'height': 36, 'url': 'https://i.scdn.co/image/3b24a69ed9c20a9a899d328b7aefc3750e4c712f', 'width': 64}], 'name': 'fun.', 'popularity': 72, 'type': 'artist', 'uri': 'spotify:artist:5nCi3BB41mBaMH9gfr6Su0'}","['baroque pop', 'metropopolis', 'modern rock', 'pop', 'pop rock']",72,3394746
Janelle Monáe,6ueGR6SWhUJfvEhqkvMsVs,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/6ueGR6SWhUJfvEhqkvMsVs'}, 'followers': {'href': None, 'total': 960279}, 'genres': ['afrofuturism', 'alternative r&b', 'art pop', 'atl hip hop', 'dance pop', 'electropop', 'escape room', 'neo soul', 'pop', 'r&b'], 'href': 'https://api.spotify.com/v1/artists/6ueGR6SWhUJfvEhqkvMsVs', 'id': '6ueGR6SWhUJfvEhqkvMsVs', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/8198af7a1f67674ff31260e4d61b02a6ae0de2cc', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/e647e49b8ca09d751b7c63acd4c50ef28b0367f0', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/39fe588a579cedbaaf4ca85fed2ffb592eea4bff', 'width': 160}], 'name': 'Janelle Monáe', 'popularity': 72, 'type': 'artist', 'uri': 'spotify:artist:6ueGR6SWhUJfvEhqkvMsVs'}","['afrofuturism', 'alternative r&b', 'art pop', 'atl hip hop', 'dance pop', 'electropop', 'escape room', 'neo soul', 'pop', 'r&b']",72,960279
Regard,4ofCBoyEiGSePFAG500xev,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/4ofCBoyEiGSePFAG500xev'}, 'followers': {'href': None, 'total': 96758}, 'genres': ['edm', 'pop', 'pop edm', 'tropical house'], 'href': 'https://api.spotify.com/v1/artists/4ofCBoyEiGSePFAG500xev', 'id': '4ofCBoyEiGSePFAG500xev', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/1bebc8be13032082fed628c8d71ae97f365fc135', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/506a14ad0747fb622d20b789114b55202ad14857', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/89192a6bec9a709c405d4b249e7a20fd18f2410b', 'width': 160}], 'name': 'Regard', 'popularity': 82, 'type': 'artist', 'uri': 'spotify:artist:4ofCBoyEiGSePFAG500xev'}","['edm', 'pop', 'pop edm', 'tropical house']",82,96758
Stunna Girl,4eEkR7IDAXyGngHvnJZpdV,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/4eEkR7IDAXyGngHvnJZpdV'}, 'followers': {'href': None, 'total': 20424}, 'genres': ['cali rap', 'sacramento hip hop', 'trap queen'], 'href': 'https://api.spotify.com/v1/artists/4eEkR7IDAXyGngHvnJZpdV', 'id': '4eEkR7IDAXyGngHvnJZpdV', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ead0de1de19fc8d81c4042331e17a29c50478f24', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/d39742ccb7efb2ca9dc1fdd9be255bfb49390c6d', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/103aa973d783f46097d3668d91489074c5480083', 'width': 160}], 'name': 'Stunna Girl', 'popularity': 50, 'type': 'artist', 'uri': 'spotify:artist:4eEkR7IDAXyGngHvnJZpdV'}","['cali rap', 'sacramento hip hop', 'trap queen']",50,20424
TOKYO’S REVENGE,5TbLOwv8BNnik3f03NZJlt,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/5TbLOwv8BNnik3f03NZJlt'}, 'followers': {'href': None, 'total': 165822}, 'genres': ['meme rap', 'underground hip hop', 'vapor trap', 'viral rap'], 'href': 'https://api.spotify.com/v1/artists/5TbLOwv8BNnik3f03NZJlt', 'id': '5TbLOwv8BNnik3f03NZJlt', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/1497aefa7402269619703104532f0e6bf95d1767', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/0ec802c67390f130d4eb89e7ac9905a33d161f05', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/d177c38b0c967357efada878358376afce473279', 'width': 160}], 'name': 'TOKYO’S REVENGE', 'popularity': 70, 'type': 'artist', 'uri': 'spotify:artist:5TbLOwv8BNnik3f03NZJlt'}","['meme rap', 'underground hip hop', 'vapor trap', 'viral rap']",70,165822
KYLE,4qBgvVog0wzW75IQ48mU7v,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/4qBgvVog0wzW75IQ48mU7v'}, 'followers': {'href': None, 'total': 919311}, 'genres': ['pop', 'pop rap', 'rap'], 'href': 'https://api.spotify.com/v1/artists/4qBgvVog0wzW75IQ48mU7v', 'id': '4qBgvVog0wzW75IQ48mU7v', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/09b2ac3797fd2181917f20871ff396c441603312', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/e8284ffbfad481af65e19d6f0af29399527967cd', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/499931aba9d4d341d2cbf7f18120829622c4464f', 'width': 160}], 'name': 'KYLE', 'popularity': 76, 'type': 'artist', 'uri': 'spotify:artist:4qBgvVog0wzW75IQ48mU7v'}","['pop', 'pop rap', 'rap']",76,919311
